item_name,Measure,Units,Grams
cooked rotisserie chicken,1,ml,1.06
cooked sweet potato,1,ml,1.39
cooked turkey,1,ml,0.57
cookie,1,ml,0.96
cookies and cream ice cream,1,ml,0.57
cooking oil,1,ml,0.92
cooking spray,1,ml,0.96
coriander,1,ml,0.35
coriander seed,1,ml,0.35
corn,1,ml,0.61
corn bran,1,ml,0.32
corn flakes,1,ml,0.12
corn flour,1,ml,0.49
corn kernel,1,ml,1.08
corn muffin,1,ml,0.96
corn muffin mix,1,ml,0.64
corn oil,1,ml,0.92
corn syrup,1,ml,1.46
cornbread,1,ml,0.96
cornbread mix,1,ml,0.96
cornflake crumbs,1,ml,0.37
cornstarch,1,ml,0.54
cotija cheese,1,ml,0.51
cottage cheese,1,ml,0.96
couscous,1,ml,0.73
cracker,1,ml,0.22
cranberry,1,ml,0.44
cranberry apple juice,1,ml,1.03
cranberry grape juice,1,ml,1.03
cranberry juice,1,ml,1.01
cranberry lemonade juice,1,ml,1.06
cranberry orange sauce,1,ml,0.85
cranberry raspberry juice,1,ml,1.06
cranberry sauce,1,ml,1.17
cranberry strawberry juice,1,ml,1.06
crayfish,1,ml,1.06
cream,1,ml,1.01
cream cheese,1,ml,1.01
cream corn,1,ml,1.08
cream of coconut,1,ml,1.27
cream of mushroom soup,1,ml,1.09
cream of tartar,1,ml,0.61
cream of wheat,1,ml,0.74
creamed corn,1,ml,1.08
creamy tomato soup,1,ml,1.05
creme fraiche,1,ml,0.97
creole seasoning,1,ml,0.82
crimini mushrooms,1,ml,0.34
crouton,1,ml,0.13
crushed pineapple,1,ml can,1.05
crushed red pepper flakes,1,ml,0.37
crushed tomatoes,1,ml,1.01
crystallized ginger,1,ml,0.68
cucumber,1,ml,0.44
cumin,1,ml,0.42
cumin seed,1,ml,0.42
currant,1,ml,0.61
curry paste,1,ml,1.08
curry powder,1,ml,0.42
custard,1,ml,1.19
custard powder,1,ml,0.81
daikon,1,ml,0.49
dal,1,ml,0.91
dark brown sugar,1,ml,0.75
dark chocolate,1,ml,0.96
dark corn syrup,1,ml,1.37
dark soy sauce,1,ml,1.08
dashi,1,ml,1.08
dates,1,ml,0.62
dessert tofu,1,ml,1.05
diced potatoes with onions,1,ml,0.55
dijon mustard,1,ml,1.1
dill pickle,1,ml,0.63
dill relish,1,ml,1.01
ditalini,1,ml,0.38
dried apple,1,ml,0.36
dried apricot,1,ml,0.85
dried basil,1,ml,0.22
dried black bean,1,ml,0.82
dried blueberry,1,ml,0.68
dried cherry,1,ml,0.68
dried chile pepper,1,ml,0.15
dried chive,1,ml,0.01
dried cranberry,1,ml,0.68
dried currant,1,ml,0.61
dried dill,1,ml,0.2
dried fig,1,ml,0.63
dried mango,1,ml,0.57
dried mint,1,ml,0.11
dried onion,1,ml,0.29
dried oregano,1,ml,0.28
dried papaya,1,ml,0.51
dried parsley,1,ml,0.11
dried peach,1,ml,0.68
dried pear,1,ml,0.76
dried pineapple,1,ml,0.47
dried rosemary,1,ml,0.23
dried sage,1,ml,0.14
dried sour cherry,1,ml,0.68
dried strawberry,1,ml small,0.73
dried tarragon,1,ml,0.22
dried thyme,1,ml,0.18
dried tomato,1,ml,0.23
dried yeast,1,ml,0.81
dry buttermilk,1,ml,0.5
dry mustard,1,ml,0.42
dry oats,1,ml,0.34
dry yeast,1,ml,0.81
duck sauce,1,ml,1.12
dulce de leche,1,ml,1.28
edam cheese,1,ml,0.44
egg,1,ml,1.02
egg noodle,1,ml,0.16
egg substitute,1,ml,1.01
egg wash,1,ml,1.03
egg white,1,ml,1.03
egg white substitute,1,ml,1.03
egg yolk,1,ml,1.03
eggnog,1,ml,1.07
eggplant,1,ml,0.35
elbow,1,ml,0.47
elderflower cordial,1,ml,1.18
endive,1,ml,0.38
evaporated milk,1,ml,1.07
extra virgin olive oil,1,ml,0.91
farfalle,1,ml,0.39
fennel bulb,1,ml,0.37
fennel leaves,1,ml,0.11
fennel seed,1,ml,0.4
fenugreek seed,1,ml,0.75
feta,1,ml,0.63
feta cheese,1,ml,0.63
fiber supplement,1,ml,0.53
fig,1,ml,0.96
fig jam,1,ml,1.35
fish oil,1,ml,0.92
fish sauce,1,ml,1.22
flaxseed,1,ml,0.62
flaxseed meal,1,ml,0.62
flaxseed oil,1,ml,0.92
flour,1,ml,0.53
food coloring,1,ml,0.63
frangelico,1,ml,1.18
franks red hot,1,ml,0.96
french bread,1,ml,0.18
french dressing,1,ml bottle,1.07
french fried onions,1,ml,0.43
french fries,1,ml,0.54
french vanilla coffee creamer,1,ml,1.01
french vanilla coffee creamer powder,1,ml,0.61
french vanilla instant coffee mix,1,ml,0.61
french vanilla pudding mix,1,ml,0.3
french vanilla shake powder,1,ml,0.61
french vanilla yogurt,1,ml,0.73
fresh basil,1,ml,0.14
fresh chive,1,ml,0.2
fresh cilantro,1,ml,0.07
fresh curd,1,ml,0.72
fresh dill,1,ml,0.04
fresh herbs,1,ml,0.14
fresh mint,1,ml,0.24
fresh okra,1,ml,0.42
fresh oregano,1,ml,0.2
fresh parsley,1,ml,0.25
fresh peppermint,1,ml,0.11
fresh rosemary,1,ml,0.13
fresh sage,1,ml,0.14
fresh spinach,1,ml,0.13
fresh thyme,1,ml,0.16
fritos corn chips,1,ml,0.95
frozen almond milk,1,ml,1.05
frozen apple,1,ml,0.49
frozen apple juice,1,ml,1.05
frozen applesauce,1,ml,1.04
frozen apricot,1,ml,0.68
frozen baby spinach,1,ml,0.13
frozen banana,1,ml,0.79
frozen berry,1,ml,0.6
frozen black eyed peas,1,ml,0.68
frozen blackberry,1,ml,0.61
frozen blueberries,1,ml,0.66
frozen blueberry,1,ml,0.66
frozen broccoli,1,ml,0.66
frozen butter,1,ml,0.96
frozen cantaloupe,1,ml,0.69
frozen carrot,1,ml,0.62
frozen cauliflower,1,ml,0.45
frozen cheese tortellini,1,ml,0.45
frozen cherries,1,ml,0.62
frozen cherry,1,ml,0.62
frozen chocolate with crisped rice,1,ml,0.81
frozen chocolate yogurt,1,ml,0.79
frozen coconut,1,ml,0.36
frozen collard green,1,ml,0.48
frozen concentrated apple juice,1,ml,1.2
frozen concentrated grape juice,1,ml,1.0
frozen concentrated lemonade,1,ml,1.23
frozen concentrated limeade,1,ml,0.19
frozen concentrated mango orange peach juice,1,ml,1.23
frozen concentrated orange juice,1,ml,1.11
frozen concentrated orange pineapple juice,1,ml,1.04
frozen concentrated pina colada,1,ml,1.06
frozen concentrated pineapple juice,1,ml,1.06
frozen concentrated raspberry cranberry juice,1,ml,1.22
frozen concentrated tropical punch,1,ml,0.99
frozen corn,1,ml,0.7
frozen corn kernel,1,ml,0.7
frozen corn kernels,1,ml,0.7
frozen cranberry,1,ml,0.44
frozen cream corn,1,ml,1.08
frozen edamame,1,ml,0.66
frozen egg noodle,1,ml,0.16
frozen fruit,1,ml,0.76
frozen granny smith apple,1,ml,0.46
frozen grape,1,ml,0.64
frozen grapefruit juice,1,ml,1.04
frozen green bean,1,ml,0.56
frozen green beans,1,ml,0.56
frozen green peas,1,ml,0.57
frozen honeydew,1,ml,0.73
frozen juice,1,ml,1.0
frozen kiwi,1,ml,0.76
frozen lemon juice,1,ml,1.17
frozen lima bean,1,ml,0.75
frozen lingonberry,1,ml,0.63
frozen mango,1,ml,0.7
frozen milk,1,ml,1.04
frozen mixed berry,1,ml,0.59
frozen mixed fruit,1,ml,0.79
frozen mixed tropical fruit,1,ml,0.59
frozen mixed vegetables,1,ml,0.96
frozen okra,1,ml,0.78
frozen onion,1,ml,0.2
frozen orange juice,1,ml,1.05
frozen papaya,1,ml,0.79
frozen peach,1,ml,0.65
frozen pear,1,ml,0.64
frozen peas,1,ml,0.57
frozen pineapple,1,ml,1.04
frozen raspberries,1,ml,0.82
frozen raspberry,1,ml,0.82
frozen rhubarb,1,ml,1.01
frozen shortening,1,ml,0.87
frozen sour cherry,1,ml,0.55
frozen soy milk,1,ml,1.03
frozen spinach,1,ml,0.8
frozen strawberries,1,ml,0.78
frozen strawberry,1,ml,0.78
frozen strawberry puree,1,ml,0.76
frozen strawberry yogurt,1,ml,0.74
frozen tomato,1,ml,0.7
frozen vanilla yogurt,1,ml,0.74
frozen watermelon,1,ml,0.65
frozen whipped cream,1,ml,0.22
frozen yogurt,1,ml,0.74
fruit,1,ml,0.69
fruit and bran cereal,1,ml,0.3
fruit drink mix,1,ml,0.07
fruit punch juice,1,ml,1.05
fruit spread,1,ml,1.35
fruit yogurt,1,ml,0.96
garlic,1,ml,0.57
garlic paste,1,ml,0.95
garlic pepper seasoning,1,ml,0.89
garlic powder,1,ml,0.64
garlic salt,1,ml,1.13
garlic sauce,1,ml,0.95
gelatin,1,ml,0.47
gelatin mix,1,ml,0.47
gelatin powder,1,ml,0.47
genoa salami,1,ml,0.95
gewurztraminer,1,ml,1.16
ghee,1,ml,0.87
ginger ale,1,ml,1.03
ginger garlic paste,1,ml,1.08
ginger marmalade,1,ml,1.35
ginger powder,1,ml,0.35
ginger root,1,ml,0.46
ginger snaps,1,ml,0.96
ginger syrup,1,ml,1.01
gingerbread seasoning,1,ml,0.53
gjetost cheese,1,ml,0.96
gluten free flour,1,ml,0.52
goat cheese,1,ml,0.47
gochujang,1,ml,2.16
goji berry,1,ml,0.38
golden syrup,1,ml,1.01
gomashio,1,ml,0.61
gooseberry,1,ml,0.63
gorgonzola cheese,1,ml,0.57
gouda,1,ml,0.46
graham cracker crumbs,1,ml,0.39
granny smith apple,1,ml,0.46
granola cereal,1,ml,0.41
grape,1,ml,0.64
grape jelly,1,ml,0.96
grape juice,1,ml,1.07
grape nuts cereal,1,ml,0.49
grape tomato,1,ml,0.63
grapefruit,1,ml,0.97
grapefruit juice,1,ml,1.04
grapefruit zest,1,ml,0.41
grapeseed oil,1,ml,0.92
grated parmesan,1,ml,0.38
greek yogurt,1,ml,0.96
green apple,1,ml,0.49
green bean,1,ml,0.42
green bell pepper,1,ml,0.55
green olive,1,ml,0.96
green onion,1,ml,0.41
green pepper,1,ml,0.55
green tea,1,ml,1.01
greens,1,ml,-1.0
grenadine,1,ml,1.36
ground allspice,1,ml,0.4
ground almond,1,ml,0.47
ground beef,1,ml,0.96
ground black pepper,1,ml,0.42
ground cardamom,1,ml,0.41
ground cardamon,1,ml,0.4
ground cayenne pepper,1,ml,0.57
ground cinnamon,1,ml,0.53
ground clove,1,ml,0.44
ground cloves,1,ml,0.43
ground coriander,1,ml,0.49
ground cumin,1,ml,0.42
ground fennel,1,ml,0.39
ground five spice,1,ml,0.53
ground flaxseed,1,ml,0.62
ground ginger,1,ml,0.35
ground horseradish,1,ml,1.01
ground mace,1,ml,0.36
ground mustard,1,ml,0.42
ground nutmeg,1,ml,0.46
ground oregano,1,ml,0.28
ground paprika,1,ml,0.46
ground pecan,1,ml,0.44
ground pork,1,ml,0.96
ground red pepper,1,ml,0.57
ground sage,1,ml,0.14
ground sausage,1,ml,0.55
ground star anise,1,ml,0.24
ground thyme,1,ml,0.24
ground turmeric,1,ml,0.62
ground walnut,1,ml,0.44
gruyere cheese,1,ml,0.51
guar gum,1,ml,0.68
guava,1,ml,0.7
guava juice,1,ml,1.06
guava nectar,1,ml,1.06
habanero pepper,1,ml,0.96
half and half,1,ml,0.98
ham,1,ml,0.57
ham stock,1,ml,1.01
harissa,1,ml,0.96
hazelnut,1,ml,0.53
hazelnut coffee creamer,1,ml,1.01
hazelnut oil,1,ml,0.92
hazelnut syrup,1,ml,1.39
heavy cream,1,ml,0.51
hemp milk,1,ml,1.09
hemp seed,1,ml,0.68
herb,1,ml,0.19
hoisin sauce,1,ml,1.08
hominy,1,ml,0.7
honey,1,ml,1.43
honey cinnamon cereals,1,ml,0.17
honey graham crackers,1,ml,0.35
honey mustard,1,ml,1.01
honey oat cereal,1,ml,0.17
honeydew,1,ml,0.73
horseradish,1,ml,1.01
horseradish sauce,1,ml,1.01
hot chocolate milk mix,1,ml,0.65
hot fudge sauce,1,ml,1.28
hot pepper paste,1,ml,2.16
hot pepper sauce,1,ml,0.97
ice,1,ml,1.0
ice cream,1,ml,0.56
imitation vanilla,1,ml,0.88
instant coffee,1,ml,0.2
instant decaf coffee,1,ml,0.2
instant espresso,1,ml,0.41
instant mashed potato,1,ml,0.12
instant oat,1,ml,0.22
instant oatmeal,1,ml,0.22
instant rice,1,ml,0.39
israeli couscous,1,ml,0.64
italian dressing,1,ml,0.99
italian parsley,1,ml,0.25
italian seasoning,1,ml,0.2
jalapeno,1,ml,0.38
jalapeno jam,1,ml,1.48
jalapeno pepper,1,ml,0.38
jerk sauce,1,ml,1.15
jerk spice blend,1,ml,0.29
jicama,1,ml,0.53
juice,1,ml,1.0
kalamata olives,1,ml,0.55
kale,1,ml,0.07
kamut flour,1,ml,0.51
kefir,1,ml,1.05
ketchup,1,ml,1.08
key lime juice,1,ml,1.04
kielbasa,1,ml,0.96
kiwi,1,ml,0.76
kumquat,1,ml,0.96
lard,1,ml,0.87
lasagna noodle,1,ml,0.52
lavender flower,1,ml,0.12
lavender sugar,1,ml,0.85
lecithin granules,1,ml,0.51
lecithin powder,1,ml,0.51
leek,1,ml,0.01
lemon,1,ml,0.9
lemon curd,1,ml,1.2
lemon extract,1,ml,0.88
lemon flavoring,1,ml,0.88
lemon gelatin mix,1,ml,0.47
lemon juice,1,ml,1.02
lemon lime drink mix,1,ml,0.93
lemon lime soda,1,ml,1.04
lemon oil,1,ml,1.0
lemon pepper,1,ml,0.81
lemon pudding mix,1,ml,0.3
lemon rind,1,ml,0.41
lemon sherbet,1,ml,0.96
lemon soda,1,ml,1.04
lemon sorbet,1,ml,0.83
lemon thyme,1,ml,0.16
lemon verbena leaves,1,ml,0.11
lemon yogurt,1,ml,0.96
lemon zest,1,ml,0.41
lemonade,1,ml,1.04
lemonade drink mix,1,ml,0.08
lemongrass,1,ml,0.32
lentil,1,ml,0.81
lettuce,1,ml,0.2
lime juice,1,ml,1.04
lime oil,1,ml,0.96
lime powder,1,ml,0.53
lime rind,1,ml,0.41
lime sherbet,1,ml,0.96
lime soda,1,ml,1.04
lime water,1,ml,1.0
lime yogurt,1,ml,1.05
lime zest,1,ml,0.41
limeade,1,ml,1.04
linguine,1,ml,0.38
liquid aloe vera,1,ml,1.01
liquid smoke,1,ml,0.91
maca root powder,1,ml,1.01
macadamia nut,1,ml,0.57
macaroni,1,ml,0.38
maggi seasoning sauce,1,ml,1.14
malt extract,1,ml,0.88
malted chocolate ball,1,ml,0.51
malted chocolate milk mix,1,ml,0.37
malted milk mix,1,ml,0.41
mandarin,1,ml,0.96
mango,1,ml,0.7
mango chutney,1,ml,1.35
mango frozen yogurt,1,ml,0.76
mango ice cream,1,ml,0.68
mango juice,1,ml,1.06
mango lime juice,1,ml,1.06
mango nectar,1,ml,1.06
mango passion fruit yogurt,1,ml,1.04
mango sorbet,1,ml,0.83
maple extract,1,ml,0.88
maple flavoring,1,ml,0.88
maple sugar,1,ml,0.61
maple syrup,1,ml,1.32
maraschino cherry,1,ml,0.68
margarine,1,ml,0.95
marinara sauce,1,ml,1.12
marjoram,1,ml,0.12
marmalade,1,ml,1.35
marsala,1,ml,0.99
marshmallow,1,ml,0.21
marshmallow cream,1,ml,0.41
masa corn flour,1,ml,0.48
masala,1,ml,0.53
mascarpone,1,ml,1.89
mashed potatoes,1,ml,0.89
mashed sweet potatoes,1,ml,1.05
matcha powder,1,ml,0.01
mayonnaise,1,ml,0.93
meat,1,ml,0.96
melon,1,ml,0.69
mexican blend cheese,1,ml,0.47
milk,1,ml,1.04
milk mix,1,ml,0.45
milk powder,1,ml,0.29
millet,1,ml,0.85
millet flour,1,ml,0.5
mint extract,1,ml,0.89
mirin,1,ml,0.98
miso,1,ml,1.16
mixed berry,1,ml,0.59
mixed candied fruit,1,ml,0.52
mixed dried fruit,1,ml,0.13
mixed fruit,1,ml,0.69
mixed greens,1,ml,0.14
mixed herbs,1,ml,0.41
mixed nut,1,ml,0.47
mixed salad greens,1,ml,0.96
mixed seafood,1,ml,0.85
mixed seeds,1,ml,0.51
mixed spice,1,ml,0.14
mixed vegetables,1,ml,0.77
mocha instant coffee,1,ml,0.44
molasses,1,ml,1.42
monterey jack,1,ml,0.52
montreal steak seasoning,1,ml,0.65
mozzarella,1,ml,0.47
mozzarella cheese,1,ml,0.47
mrs. dash,1,ml,0.41
muesli,1,ml,0.31
multi grain cereal,1,ml,0.18
multi-grain flour,1,ml,0.63
mushroom,1,ml,0.3
muskmelon,1,ml,0.69
mustard,1,ml,1.03
mustard greens,1,ml,0.24
mustard seed,1,ml,0.43
napa cabbage,1,ml,0.46
natural grapefruit juice,1,ml,1.06
natural lemon juice,1,ml,1.06
natural orange juice,1,ml,1.04
nectarine,1,ml,0.6
neufchatel cheese,1,ml,0.96
new potato,1,ml,0.63
noodle,1,ml,0.39
nut butter,1,ml,1.08
nutmeg,1,ml,0.46
nutri grain cereal,1,ml,0.18
nutritional yeast,1,ml,0.34
oat,1,ml,0.34
oat bran,1,ml,0.44
oat flour,1,ml,0.44
oat milk,1,ml,1.02
oatmeal,1,ml,0.22
oil,1,ml,0.92
old bay,1,ml,0.49
olive,1,ml,0.57
olive oil,1,ml,0.91
omega 3 6 9 oil,1,ml,0.92
onion,1,ml,0.61
onion powder,1,ml,0.48
onion salt,1,ml,1.06
onion soup mix,1,ml,0.47
orange,1,ml,0.7
orange bell pepper,1,ml,0.63
orange drink mix,1,ml,0.93
orange extract,1,ml,0.88
orange flower water,1,ml,0.12
orange honey,1,ml,1.43
orange juice,1,ml,1.05
orange marmalade,1,ml,1.35
orange nectar,1,ml,1.06
orange oil,1,ml,0.96
orange peach mango juice,1,ml,1.06
orange pineapple juice,1,ml,1.04
orange rind,1,ml,0.41
orange sherbet,1,ml,0.96
orange sorbet,1,ml,0.3
orange yogurt,1,ml,1.05
orange zest,1,ml,0.41
oregano,1,ml,0.2
orzo pasta,1,ml,0.96
ouzo,1,ml,1.28
oyster mushroom,1,ml,0.36
oyster sauce,1,ml,1.22
palm sugar,1,ml,0.89
pancake mix,1,ml,0.61
pancake syrup,1,ml,1.34
papaya,1,ml,0.79
papaya nectar,1,ml,1.06
paprika,1,ml,0.46
parmesan,1,ml,0.38
parmesan cheese,1,ml,0.38
parmigiano,1,ml,0.38
parsley,1,ml,0.25
parsnip,1,ml,0.56
passion fruit,1,ml,1.28
passion fruit juice,1,ml,1.04
passion fruit nectar,1,ml,1.06
pasta,1,ml,0.38
pasta sauce,1,ml,1.12
pastina,1,ml,0.72
pawpaw,1,ml,0.56
peach,1,ml,0.65
peach frozen yogurt,1,ml,0.74
peach ice cream,1,ml,0.68
peach iced tea mix,1,ml,0.43
peach jam,1,ml,1.35
peach juice,1,ml,1.05
peach mango juice,1,ml,1.06
peach nectar,1,ml,1.05
peach preserves,1,ml,1.35
peach puree,1,ml,1.22
peach schnapps,1,ml,0.94
peach syrup,1,ml,1.05
peach yogurt,1,ml,0.96
peanut,1,ml,0.62
peanut butter,1,ml,1.09
peanut butter and milk chocolate chips,1,ml,0.95
peanut butter chip,1,ml,1.01
peanut butter powder,1,ml,0.37
peanut oil,1,ml,0.91
peanut powder,1,ml,0.34
peapod,1,ml,0.34
pear,1,ml,0.64
pear juice,1,ml,1.06
pear nectar,1,ml,1.06
peas,1,ml,0.61
pecan,1,ml,0.44
pectin,1,ml,0.57
penne pasta,1,ml,0.35
pepper berry,1,ml,0.51
pepper jack cheese,1,ml,0.52
peppermint candy,1,ml,0.55
peppermint extract,1,ml,0.88
pepperoncini pepper,1,ml,0.57
pepperoni,1,ml,0.58
persimmon,1,ml,0.96
pesto sauce,1,ml,0.99
pickle,1,ml,0.63
pickle juice,1,ml,1.05
pickle relish,1,ml,1.03
pickled jalapeno pepper,1,ml,0.51
pilsner,1,ml,1.0
pimiento,1,ml,0.55
pina colada drink mix,1,ml,0.74
pine nut,1,ml,0.13
pineapple,1,ml,0.7
pineapple extract,1,ml,0.88
pineapple ice cream,1,ml,0.8
pineapple juice,1,ml,1.06
pineapple mango juice,1,ml,1.06
pineapple sherbet,1,ml,0.96
pineapple sorbet,1,ml,0.3
pineapple yogurt,1,ml,0.95
pinot noir,1,ml,0.99
pistachio,1,ml,0.52
pistachio pudding mix,1,ml,0.3
pizza sauce,1,ml,1.07
plain greek yogurt,1,ml,0.96
plain kefir,1,ml,1.05
plain soy yogurt,1,ml,1.03
plain yogurt,1,ml,1.04
plum,1,ml,0.7
plum baby food,1,ml,0.7
plum jam,1,ml,1.35
plum juice drink,1,ml,1.05
plum puree,1,ml,1.22
plum sauce,1,ml,1.29
plum tomato,1,ml,0.96
poblano pepper,1,ml,0.5
polenta,1,ml,1.01
pomegranate,1,ml,0.74
pomegranate acai juice,1,ml,1.0
pomegranate blueberry juice,1,ml,1.0
pomegranate juice,1,ml,1.06
pomegranate molasses,1,ml,1.22
pomegranate seed,1,ml,0.59
poppy seed,1,ml,0.58
pork,1,ml,0.96
pork rind,1,ml,0.14
pork sausage,1,ml,0.55
port,1,ml,1.0
portabella mushroom,1,ml,0.36
potato,1,ml,0.63
potato chip,1,ml,0.24
potato flour,1,ml,0.68
potato starch,1,ml,0.81
poultry seasoning,1,ml,0.3
powdered milk,1,ml,0.29
powdered sugar,1,ml,0.49
prepared blueberry gelatin,1,ml,1.14
prepared chocolate pudding,1,ml,1.24
prepared vanilla pudding,1,ml,1.18
probiotic yogurt drink,1,ml,0.96
protein powder,1,ml,0.75
provolone cheese,1,ml,0.52
prune,1,ml,0.74
prune juice,1,ml,1.08
psyllium husk powder,1,ml,1.08
pudding mix,1,ml,0.11
puffed rice cereals,1,ml,0.07
pumpkin,1,ml,0.49
pumpkin chip,1,ml,0.3
pumpkin pie,1,ml,0.96
pumpkin pie filling,1,ml,1.14
pumpkin pie spice,1,ml,0.36
pumpkin puree,1,ml,1.04
pumpkin seed,1,ml,0.47
purple basil,1,ml,0.14
quark cheese,1,ml,0.93
quinoa,1,ml,0.72
quinoa flour,1,ml,0.47
radish,1,ml,0.16
ragi flour,1,ml,0.5
rainbow sherbet,1,ml,0.74
raisin,1,ml,0.66
raisin bran cereal,1,ml,0.25
ranch dip mix,1,ml,0.73
ranch dressing,1,ml,1.01
ranch dressing mix,1,ml,0.73
raspberry,1,ml,0.59
raspberry extract,1,ml,0.88
raspberry jam,1,ml,1.35
raspberry juice,1,ml,1.06
raspberry lime juice,1,ml,1.06
raspberry preserve,1,ml,1.01
raspberry puree,1,ml,1.35
raspberry sherbet,1,ml,0.96
raspberry sorbet,1,ml,0.83
raspberry syrup,1,ml,1.06
raspberry vinegar,1,ml,1.01
raspberry yogurt,1,ml,0.96
raw carrots,1,ml,0.51
raw garlic,1,ml,0.57
raw ginger,1,ml,0.46
raw potato,1,ml,0.63
raw sugar,1,ml,0.81
red apple,1,ml,0.49
red bell pepper,1,ml,0.55
red cabbage,1,ml,0.38
red chili pepper,1,ml,0.63
red curry paste,1,ml,1.08
red hot chili sauce,1,ml,0.96
red leaf lettuce,1,ml,0.12
red onion,1,ml,0.61
red pepper,1,ml,0.55
red pepper flakes,1,ml,0.36
red pepper jelly,1,ml,1.41
red potato,1,ml,0.63
red wine,1,ml,0.99
red wine vinegar,1,ml,1.01
relish,1,ml,1.03
rhubarb,1,ml,0.52
rice,1,ml,0.78
rice bran,1,ml,0.5
rice cereal,1,ml,0.12
rice chex,1,ml,0.11
rice flour,1,ml,0.67
rice milk,1,ml,1.01
rice noodle,1,ml,0.96
rice vinegar,1,ml,1.01
ricotta cheese,1,ml,1.04
ritz crackers,1,ml,0.3
roasted bell pepper,1,ml,1.35
roasted peanut,1,ml,0.62
roasted red pepper,1,ml,1.35
roasted red pepper sauce,1,ml,0.96
roma tomato,1,ml,0.96
romaine lettuce,1,ml,0.2
romano,1,ml,0.34
romano cheese,1,ml,0.34
rose flavoring,1,ml,0.88
rose syrup,1,ml,1.06
rose water,1,ml,1.0
rosemary dried,1,ml,0.23
rum,1,ml,0.74
rum extract,1,ml,0.88
rum flavoring,1,ml,0.74
rutabaga,1,ml,0.59
rye bread,1,ml,0.17
rye flour,1,ml,0.43
safflower oil,1,ml,0.92
saffron,1,ml,0.16
sage,1,ml,0.14
sake,1,ml,0.98
salad oil,1,ml,0.92
salami,1,ml,0.96
salmon,1,ml,0.7
salsa,1,ml,1.14
salt,1,ml,1.11
salt and pepper,1,ml,0.84
saltine,1,ml,0.3
sambal,1,ml,1.01
sauerkraut,1,ml,0.8
savory,1,ml,0.29
savory spice,1,ml,0.29
savoy cabbage,1,ml,0.3
sea salt,1,ml,1.2
sea vegetable,1,ml,0.34
seafood stock,1,ml,1.01
seasoned salt,1,ml,0.98
seasoning,1,ml,0.41
seaweed,1,ml,0.34
seitan,1,ml,1.09
self rising corn meal,1,ml,0.52
self rising flour,1,ml,0.53
semolina flour,1,ml,0.71
sesame and ginger marinade,1,ml,1.01
sesame oil,1,ml,0.92
sesame seed,1,ml,0.54
shallots,1,ml,0.68
sharp cheddar cheese,1,ml,0.44
shell pasta,1,ml,0.39
sherbet,1,ml,0.96
sherry,1,ml,0.99
sherry vinegar,1,ml,1.01
shiitake,1,ml,0.3
shortening,1,ml,0.87
shredded cheddar cheese,1,ml,0.44
shredded coconut,1,ml,1.01
shredded mozzarella,1,ml,0.36
shredded wheat,1,ml,0.21
shrimp,1,ml,0.96
silken tofu,1,ml,1.05
simple syrup,1,ml,1.38
skim milk,1,ml,1.04
skinless chicken,1,ml,0.96
smoked ham,1,ml,0.57
smoked turkey,1,ml,1.04
soda cracker,1,ml,0.24
soda water,1,ml,1.04
sorghum flour,1,ml,0.51
soup mix,1,ml,0.83
sour cherry marmalade,1,ml,1.35
sour cream,1,ml,1.01
sour milk,1,ml,1.04
sourdough starter,1,ml,1.02
soy flour,1,ml,0.35
soy lecithin,1,ml,0.51
soy milk,1,ml,1.03
soy oil,1,ml,0.95
soy powder,1,ml,0.45
soy sauce,1,ml,1.08
spaghetti sauce,1,ml,1.12
sparkling water,1,ml,1.0
spelt flour,1,ml,0.6
spent grain,1,ml,0.43
spinach,1,ml,0.13
spirulina powder,1,ml,0.47
splenda brown sugar,1,ml,0.75
sprinkles,1,ml,0.78
squash,1,ml,0.54
star fruit,1,ml,0.51
steak,1,ml,0.96
steak sauce,1,ml,1.15
steel cut oats,1,ml,0.74
stevia,1,ml,0.95
stout,1,ml,1.23
stove top stuffing,1,ml,0.85
strawberry,1,ml,0.74
strawberry banana juice,1,ml,1.06
strawberry banana nectar,1,ml,1.06
strawberry banana yogurt,1,ml,0.96
strawberry candy cane,1,ml,0.77
strawberry daiquiri drink mix,1,ml,0.74
strawberry extract,1,ml,0.88
strawberry gelatin mix,1,ml,0.09
strawberry ice cream,1,ml,0.56
strawberry jam,1,ml,1.35
strawberry jelly,1,ml,1.35
strawberry juice,1,ml,1.06
strawberry kiwi juice,1,ml,1.0
strawberry lemonade drink mix,1,ml,0.93
strawberry milk mix,1,ml,0.81
strawberry nectar,1,ml,1.28
strawberry orange juice,1,ml,1.0
strawberry preserve,1,ml,0.74
strawberry soda,1,ml bottle,1.04
strawberry sorbet,1,ml,0.83
strawberry syrup,1,ml,1.28
strawberry topping,1,ml,1.1
strawberry whipped cream,1,ml,0.25
strawberry yogurt,1,ml,0.96
stuffing,1,ml,0.85
stuffing mix,1,ml,0.85
sucralose,1,ml,1.2
sugar,1,ml,0.85
sugar snap pea,1,ml,0.34
sultana,1,ml,0.66
summer squash,1,ml,0.48
sun dried tomatoes packed in oil,1,ml,0.46
sundried tomato,1,ml,0.23
sunflower oil,1,ml,0.93
sunflower seed,1,ml,0.54
sunflower seed butter,1,ml,1.08
sweet and sour sauce,1,ml,1.18
sweet corn,1,ml,0.61
sweet green bell pepper,1,ml,0.55
sweet onion,1,ml,0.68
sweet pickle,1,ml,1.01
sweet potato,1,ml,0.56
